event_id,event_type,login,event_content,created_at
58114382,merged_pr,I-am-a-robot,合并了Pull Request（通过 API 合并）,2021-10-22T10:25:25+08:00
58114377,add_label,I-am-a-robot,"添加了      
        &nbsp;
        approved
      
标签",2021-10-22T10:25:23+08:00
58113398,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        can-review
      
标签",2021-10-22T10:18:58+08:00
58113394,add_label,I-am-a-robot,"添加了      
        &nbsp;
        lgtm
      
标签",2021-10-22T10:18:57+08:00
58066895,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-21T17:03:58+08:00
58066857,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-21T17:03:53+08:00
58066854,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-21T17:03:50+08:00
58066848,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-21T17:03:50+08:00
58047552,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-21T15:33:34+08:00
58047523,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-21T15:33:31+08:00
57971794,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-20T22:37:46+08:00
57971793,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-20T22:37:45+08:00
57969073,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-20T21:27:54+08:00
57969070,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-20T21:27:50+08:00
57969017,force_push_code,liuyang_655,强制推送 了代码,2021-10-20T21:24:43+08:00
57968650,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-20T21:20:38+08:00
57968649,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-20T21:20:37+08:00
57968564,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-20T21:18:24+08:00
57968561,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-20T21:18:20+08:00
57968469,force_push_code,liuyang_655,强制推送 了代码,2021-10-20T21:16:46+08:00
57967467,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-20T20:58:57+08:00
57967465,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-20T20:58:57+08:00
57967300,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-20T20:56:22+08:00
57967070,add_label,I-am-a-robot,"添加了      
        &nbsp;
        mindspore-cla/yes
      
标签",2021-10-20T20:52:22+08:00
57967068,add_label,I-am-a-robot,"添加了      
        &nbsp;
        can-review
      
标签",2021-10-20T20:52:22+08:00
58122052,merged_pr,I-am-a-robot,合并了Pull Request（通过 API 合并）,2021-10-22T11:15:43+08:00
58122047,add_label,I-am-a-robot,"添加了      
        &nbsp;
        approved
      
标签",2021-10-22T11:15:41+08:00
58121913,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        can-review
      
标签",2021-10-22T11:14:52+08:00
58121912,add_label,I-am-a-robot,"添加了      
        &nbsp;
        lgtm
      
标签",2021-10-22T11:14:51+08:00
58050868,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-21T15:48:36+08:00
58050851,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-21T15:48:31+08:00
58050841,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-21T15:48:30+08:00
58050840,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-21T15:48:30+08:00
58049834,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-21T15:44:09+08:00
58049708,add_label,I-am-a-robot,"添加了      
        &nbsp;
        mindspore-cla/yes
      
标签",2021-10-21T15:43:28+08:00
58049707,add_label,I-am-a-robot,"添加了      
        &nbsp;
        can-review
      
标签",2021-10-21T15:43:28+08:00
58049679,,ding_fei_fei,关联了  Issue I4ENNK,2021-10-21T15:43:24+08:00
58131986,closed_pr,ling_qiao_min,关闭了Pull Request,2021-10-22T13:35:29+08:00
58131363,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-22T13:27:55+08:00
58131362,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-22T13:27:52+08:00
58129981,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-22T12:54:18+08:00
58129980,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-22T12:54:17+08:00
58109758,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-22T09:54:23+08:00
58109755,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-22T09:54:22+08:00
58106386,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-22T09:29:01+08:00
58106383,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-22T09:29:00+08:00
58008937,force_push_code,ling_qiao_min,强制推送 了代码,2021-10-21T11:06:27+08:00
58008293,force_push_code,ling_qiao_min,强制推送 了代码,2021-10-21T11:05:09+08:00
58001634,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-21T10:35:59+08:00
58001633,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-21T10:35:58+08:00
57989217,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-21T09:40:50+08:00
57989215,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-21T09:40:49+08:00
57988851,force_push_code,ling_qiao_min,强制推送 了代码,2021-10-21T09:38:59+08:00
57986543,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-21T09:26:49+08:00
57986541,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-21T09:26:48+08:00
57981956,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-21T08:43:41+08:00
57981955,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-21T08:43:40+08:00
57981926,force_push_code,ling_qiao_min,强制推送 了代码,2021-10-21T08:43:08+08:00
57965628,force_push_code,ling_qiao_min,强制推送 了代码,2021-10-20T20:30:28+08:00
57964235,force_push_code,ling_qiao_min,强制推送 了代码,2021-10-20T20:12:22+08:00
57963717,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-20T20:05:47+08:00
57963716,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-20T20:05:46+08:00
57961235,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-20T19:35:35+08:00
57961233,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-20T19:35:34+08:00
57960981,force_push_code,ling_qiao_min,强制推送 了代码,2021-10-20T19:33:36+08:00
57960621,force_push_code,ling_qiao_min,强制推送 了代码,2021-10-20T19:30:32+08:00
57959595,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-20T19:21:25+08:00
57959594,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-20T19:21:25+08:00
57956503,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-20T18:50:51+08:00
57956501,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-20T18:50:50+08:00
57955617,force_push_code,ling_qiao_min,强制推送 了代码,2021-10-20T18:43:20+08:00
57955136,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-20T18:39:17+08:00
57955131,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-20T18:39:16+08:00
57954795,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-20T18:36:42+08:00
57953799,add_label,I-am-a-robot,"添加了      
        &nbsp;
        mindspore-cla/yes
      
标签",2021-10-20T18:29:34+08:00
57953798,add_label,I-am-a-robot,"添加了      
        &nbsp;
        can-review
      
标签",2021-10-20T18:29:34+08:00
58135721,merged_pr,I-am-a-robot,合并了Pull Request（通过 API 合并）,2021-10-22T14:12:53+08:00
58135718,add_label,I-am-a-robot,"添加了      
        &nbsp;
        approved
      
标签",2021-10-22T14:12:51+08:00
58097436,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-21T21:52:54+08:00
58097434,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-21T21:52:52+08:00
58097428,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-21T21:52:48+08:00
58097423,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-21T21:52:47+08:00
58091238,add_label,I-am-a-robot,"添加了      
        &nbsp;
        lgtm
      
标签",2021-10-21T19:52:48+08:00
58091243,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        can-review
      
标签",2021-10-21T19:50:16+08:00
58090476,update_description,zhangzhaoju,更新了说明,2021-10-21T19:41:58+08:00
58090176,update_description,zhangzhaoju,更新了说明,2021-10-21T19:36:50+08:00
58087518,force_push_code,zhangzhaoju,强制推送 了代码,2021-10-21T19:06:35+08:00
58087566,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-21T19:05:49+08:00
58087450,add_label,I-am-a-robot,"添加了      
        &nbsp;
        mindspore-cla/yes
      
标签",2021-10-21T19:04:05+08:00
58087449,add_label,I-am-a-robot,"添加了      
        &nbsp;
        can-review
      
标签",2021-10-21T19:04:05+08:00
58087447,set_assignee,zhangzhaoju,指派了审查人YuJianfeng,2021-10-21T19:04:04+08:00
58087446,set_assignee,zhangzhaoju,指派了审查人hewei,2021-10-21T19:04:03+08:00
58087445,set_assignee,zhangzhaoju,指派了审查人张清华,2021-10-21T19:04:03+08:00
58092438,merged_pr,I-am-a-robot,合并了Pull Request（通过 API 合并）,2021-10-21T20:10:37+08:00
58092437,add_label,I-am-a-robot,"添加了      
        &nbsp;
        approved
      
标签",2021-10-21T20:10:35+08:00
58088745,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-21T19:19:54+08:00
58088736,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-21T19:19:48+08:00
58088735,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-21T19:19:48+08:00
58088734,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-21T19:19:46+08:00
58085222,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        can-review
      
标签",2021-10-21T18:39:07+08:00
58085215,add_label,I-am-a-robot,"添加了      
        &nbsp;
        lgtm
      
标签",2021-10-21T18:39:06+08:00
58066753,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-21T17:03:30+08:00
58066664,add_label,I-am-a-robot,"添加了      
        &nbsp;
        mindspore-cla/yes
      
标签",2021-10-21T17:02:48+08:00
58066661,add_label,I-am-a-robot,"添加了      
        &nbsp;
        can-review
      
标签",2021-10-21T17:02:48+08:00
58066652,,limingqi107,关联了  Issue I3BS0D,2021-10-21T17:02:45+08:00
58095701,closed_pr,nicholas_yhr,closedPull Request,2021-10-21T21:11:57+08:00
58095357,add_label,I-am-a-robot,"added       
        &nbsp;
        ci-pipeline-passed
      
 label",2021-10-21T21:04:16+08:00
58095353,remove_label,I-am-a-robot,"removed       
        &nbsp;
        ci-pipeline-passed
      
 label",2021-10-21T21:04:08+08:00
58095351,add_label,I-am-a-robot,"added       
        &nbsp;
        ci-pipeline-passed
      
 label",2021-10-21T21:04:07+08:00
58095350,remove_label,I-am-a-robot,"removed       
        &nbsp;
        ci-pipeline-running
      
 label",2021-10-21T21:04:07+08:00
58087831,add_label,I-am-a-robot,"added       
        &nbsp;
        ci-pipeline-running
      
 label",2021-10-21T19:09:00+08:00
58087828,remove_label,I-am-a-robot,"removed       
        &nbsp;
        ci-pipeline-failed
      
 label",2021-10-21T19:08:59+08:00
58087523,add_label,I-am-a-robot,"added       
        &nbsp;
        ci-pipeline-failed
      
 label",2021-10-21T19:05:09+08:00
58087521,remove_label,I-am-a-robot,"removed       
        &nbsp;
        ci-pipeline-running
      
 label",2021-10-21T19:05:09+08:00
58080735,add_label,I-am-a-robot,"added       
        &nbsp;
        ci-pipeline-running
      
 label",2021-10-21T18:08:20+08:00
58080732,remove_label,I-am-a-robot,"removed       
        &nbsp;
        ci-pipeline-failed
      
 label",2021-10-21T18:08:17+08:00
58079670,add_label,I-am-a-robot,"added       
        &nbsp;
        ci-pipeline-failed
      
 label",2021-10-21T18:01:59+08:00
58079669,remove_label,I-am-a-robot,"removed       
        &nbsp;
        ci-pipeline-running
      
 label",2021-10-21T17:59:25+08:00
58068094,add_label,I-am-a-robot,"added       
        &nbsp;
        ci-pipeline-running
      
 label",2021-10-21T17:09:19+08:00
58068093,remove_label,I-am-a-robot,"removed       
        &nbsp;
        ci-pipeline-failed
      
 label",2021-10-21T17:09:18+08:00
58068029,add_label,I-am-a-robot,"added       
        &nbsp;
        ci-pipeline-failed
      
 label",2021-10-21T17:08:57+08:00
58068028,remove_label,I-am-a-robot,"removed       
        &nbsp;
        ci-pipeline-running
      
 label",2021-10-21T17:08:57+08:00
58055659,add_label,I-am-a-robot,"added       
        &nbsp;
        ci-pipeline-running
      
 label",2021-10-21T16:10:48+08:00
58055654,remove_label,I-am-a-robot,"removed       
        &nbsp;
        ci-pipeline-failed
      
 label",2021-10-21T16:10:44+08:00
58054466,add_label,I-am-a-robot,"added       
        &nbsp;
        ci-pipeline-failed
      
 label",2021-10-21T16:05:43+08:00
58054454,remove_label,I-am-a-robot,"removed       
        &nbsp;
        ci-pipeline-running
      
 label",2021-10-21T16:05:41+08:00
58051894,add_label,I-am-a-robot,"added       
        &nbsp;
        ci-pipeline-running
      
 label",2021-10-21T15:53:26+08:00
58051891,remove_label,I-am-a-robot,"removed       
        &nbsp;
        ci-pipeline-failed
      
 label",2021-10-21T15:53:25+08:00
58049451,add_label,I-am-a-robot,"added       
        &nbsp;
        ci-pipeline-failed
      
 label",2021-10-21T15:42:18+08:00
58049448,remove_label,I-am-a-robot,"removed       
        &nbsp;
        ci-pipeline-running
      
 label",2021-10-21T15:42:17+08:00
58046785,add_label,I-am-a-robot,"added       
        &nbsp;
        ci-pipeline-running
      
 label",2021-10-21T15:30:04+08:00
58046778,remove_label,I-am-a-robot,"removed       
        &nbsp;
        ci-pipeline-failed
      
 label",2021-10-21T15:30:00+08:00
58045824,add_label,I-am-a-robot,"added       
        &nbsp;
        ci-pipeline-failed
      
 label",2021-10-21T15:25:07+08:00
58045820,remove_label,I-am-a-robot,"removed       
        &nbsp;
        ci-pipeline-running
      
 label",2021-10-21T15:25:06+08:00
58036359,add_label,I-am-a-robot,"added       
        &nbsp;
        ci-pipeline-running
      
 label",2021-10-21T14:37:55+08:00
58035259,add_label,I-am-a-robot,"added       
        &nbsp;
        mindspore-cla/yes
      
 label",2021-10-21T14:32:14+08:00
58035257,add_label,I-am-a-robot,"added       
        &nbsp;
        can-review
      
 label",2021-10-21T14:32:13+08:00
58035246,,nicholas_yhr,linked  mindspore/graphengine Issue I1DIBJ,2021-10-21T14:32:10+08:00
58110645,merged_pr,I-am-a-robot,合并了Pull Request（通过 API 合并）,2021-10-22T10:00:33+08:00
58110642,add_label,I-am-a-robot,"添加了      
        &nbsp;
        approved
      
标签",2021-10-22T10:00:31+08:00
58107884,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        can-review
      
标签",2021-10-22T09:41:31+08:00
58107881,add_label,I-am-a-robot,"添加了      
        &nbsp;
        lgtm
      
标签",2021-10-22T09:41:30+08:00
58098420,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-21T22:22:47+08:00
58098408,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-21T22:22:42+08:00
58098404,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-21T22:22:38+08:00
58098403,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-21T22:22:38+08:00
58094503,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-21T20:47:54+08:00
58094501,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-21T20:47:50+08:00
58094044,force_push_code,zpac,强制推送 了代码,2021-10-21T20:38:32+08:00
58093788,force_push_code,zpac,强制推送 了代码,2021-10-21T20:32:00+08:00
58093607,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-21T20:30:59+08:00
58093606,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-21T20:30:58+08:00
58089515,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-21T19:29:08+08:00
58068711,add_label,I-am-a-robot,"添加了      
        &nbsp;
        mindspore-cla/yes
      
标签",2021-10-21T17:11:46+08:00
58068710,add_label,I-am-a-robot,"添加了      
        &nbsp;
        can-review
      
标签",2021-10-21T17:11:46+08:00
58068694,,zpac,关联了  Issue I3OC8A,2021-10-21T17:11:43+08:00
57893637,merged_pr,I-am-a-robot,合并了Pull Request（通过 API 合并）,2021-10-20T12:05:21+08:00
57893636,add_label,I-am-a-robot,"添加了      
        &nbsp;
        approved
      
标签",2021-10-20T12:05:19+08:00
57863688,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        can-review
      
标签",2021-10-20T09:27:33+08:00
57863675,add_label,I-am-a-robot,"添加了      
        &nbsp;
        lgtm
      
标签",2021-10-20T09:27:33+08:00
57850063,,zhengjun10,取消关联 mindspore/mindspore Issue I4DLT2,2021-10-19T21:18:11+08:00
57850061,,zhengjun10,关联了 mindspore/mindspore Issue I4EJQD,2021-10-19T21:18:11+08:00
57850059,update_description,zhengjun10,更新了说明,2021-10-19T21:18:11+08:00
57825937,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-19T17:30:52+08:00
57825916,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-19T17:30:48+08:00
57825901,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-19T17:30:45+08:00
57825896,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-19T17:30:40+08:00
57797522,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-19T15:20:32+08:00
57797393,update_title,zhengjun10,更新了标题,2021-10-19T15:19:52+08:00
57797146,add_label,I-am-a-robot,"添加了      
        &nbsp;
        can-review
      
标签",2021-10-19T15:18:42+08:00
57797142,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        lgtm
      
标签",2021-10-19T15:18:41+08:00
57797141,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-19T15:18:41+08:00
57797137,force_push_code,zhengjun10,强制推送 了代码,2021-10-19T15:17:49+08:00
57239073,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        can-review
      
标签",2021-10-13T14:14:30+08:00
57239053,add_label,I-am-a-robot,"添加了      
        &nbsp;
        lgtm
      
标签",2021-10-13T14:14:29+08:00
57188094,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-12T22:14:56+08:00
57188088,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-12T22:14:53+08:00
57188087,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-12T22:14:50+08:00
57188086,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-12T22:14:49+08:00
57187388,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-12T21:57:16+08:00
57187387,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-12T21:57:10+08:00
57187386,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-12T21:57:08+08:00
57187385,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-12T21:57:07+08:00
57185635,,zhengjun10,关联了 mindspore/mindspore Issue I4DLT2,2021-10-12T21:18:31+08:00
57185633,update_description,zhengjun10,更新了说明,2021-10-12T21:18:31+08:00
57185459,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-12T21:15:23+08:00
57185458,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-12T21:15:20+08:00
57185402,force_push_code,zhengjun10,强制推送 了代码,2021-10-12T21:14:23+08:00
57184524,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-12T20:56:43+08:00
57184501,add_label,I-am-a-robot,"添加了      
        &nbsp;
        mindspore-cla/yes
      
标签",2021-10-12T20:56:04+08:00
57184500,add_label,I-am-a-robot,"添加了      
        &nbsp;
        can-review
      
标签",2021-10-12T20:56:04+08:00
57906879,merged_pr,I-am-a-robot,合并了Pull Request（通过 API 合并）,2021-10-20T14:26:56+08:00
57906855,add_label,I-am-a-robot,"添加了      
        &nbsp;
        approved
      
标签",2021-10-20T14:26:53+08:00
57904782,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        can-review
      
标签",2021-10-20T14:16:08+08:00
57904773,add_label,I-am-a-robot,"添加了      
        &nbsp;
        lgtm
      
标签",2021-10-20T14:16:07+08:00
57902465,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-20T14:03:48+08:00
57902461,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-20T14:03:47+08:00
57902459,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-20T14:03:46+08:00
57902458,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-20T14:03:45+08:00
57895785,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-20T12:53:16+08:00
57895780,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-20T12:53:15+08:00
57895640,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-20T12:48:46+08:00
57895639,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-20T12:48:46+08:00
57893605,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-20T12:05:00+08:00
57893603,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-20T12:04:59+08:00
57893397,force_push_code,zhunaipan,强制推送 了代码,2021-10-20T12:03:17+08:00
57882874,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-20T11:03:20+08:00
57882871,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-20T11:03:19+08:00
57873744,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-20T10:20:02+08:00
57873740,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-20T10:20:00+08:00
57873025,force_push_code,zhunaipan,强制推送 了代码,2021-10-20T10:15:40+08:00
57852102,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-19T22:01:15+08:00
57852099,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-19T22:01:11+08:00
57851532,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-19T21:49:23+08:00
57851528,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-19T21:49:19+08:00
57851515,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-19T21:49:15+08:00
57851511,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-19T21:49:14+08:00
57851463,force_push_code,zhunaipan,强制推送 了代码,2021-10-19T21:48:22+08:00
57851120,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-19T21:40:24+08:00
57851117,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-19T21:40:20+08:00
57851101,add_label,I-am-a-robot,"添加了      
        &nbsp;
        can-review
      
标签",2021-10-19T21:39:50+08:00
57851100,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        lgtm
      
标签",2021-10-19T21:39:49+08:00
57851098,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-19T21:39:48+08:00
57851097,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-19T21:39:47+08:00
57851096,force_push_code,zhunaipan,强制推送 了代码,2021-10-19T21:39:47+08:00
57850949,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        can-review
      
标签",2021-10-19T21:36:18+08:00
57850948,add_label,I-am-a-robot,"添加了      
        &nbsp;
        lgtm
      
标签",2021-10-19T21:36:17+08:00
57850447,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-19T21:27:36+08:00
57850446,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-19T21:27:35+08:00
57849569,force_push_code,zhunaipan,强制推送 了代码,2021-10-19T21:11:28+08:00
57843972,force_push_code,zhunaipan,强制推送 了代码,2021-10-19T19:49:47+08:00
57829622,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-19T17:50:13+08:00
57829611,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-19T17:50:10+08:00
